   n, heap_cmp, heap_swaps, heap_time, quick_cmp, quick_swaps, quick_time
 546,     8616,       4830,     38073,      5412,         740,      15981
 547,     8642,       4833,     23548,      5316,         739,      16835
 548,     8662,       4848,     29982,      5338,         731,      12888
 549,     8684,       4861,     29470,      5349,         722,      15041
 550,     8703,       4871,     34097,      5242,         726,      16595
 551,     8716,       4878,     24235,      5258,         736,      14223
 552,     8734,       4895,     26424,      5306,         736,      14922
 553,     8759,       4907,     29227,      5588,         750,      12011
 554,     8782,       4919,     32316,      5641,         748,      14000
 555,     8802,       4932,     21590,      5432,         735,      11148
 556,     8817,       4940,     23224,      5418,         730,      11728
 557,     8843,       4948,     22857,      5391,         745,      12204
 558,     8861,       4961,     23319,      5365,         743,      11586
 559,     8877,       4967,     23081,      5466,         764,      20994
 560,     8899,       4987,     23549,      5466,         764,      10725
 561,     8918,       4993,     21828,      5449,         768,      12701
 562,     8937,       5001,     32287,      5462,         767,      14272
 563,     8950,       5005,     29555,      5471,         771,      11139
 564,     8970,       5021,     35487,      5484,         768,      21106
 565,     8994,       5032,     38098,      5508,         762,      15842
 566,     9012,       5044,     22544,      5524,         767,      15741
 567,     9035,       5052,     28433,      5573,         759,      12318
 568,     9052,       5069,     21548,      5587,         757,      10653
 569,     9075,       5075,     30682,      5471,         764,      17441
 570,     9093,       5088,     20537,      5558,         775,      15142
 571,     9116,       5096,     29931,      5574,         773,      10813
 572,     9129,       5107,     22223,      5672,         757,      11632
 573,     9152,       5121,     27715,      5524,         777,      13632
 574,     9173,       5127,     28515,      5540,         778,      17286
 575,     9190,       5131,     23969,      5742,         787,      14456
 576,     9197,       5139,     22322,      5829,         783,      12916
 577,     9224,       5146,     22458,      6088,         787,      17269
 578,     9247,       5164,     24381,      6027,         776,      29216
 579,     9264,       5172,     58685,      5756,         778,      15242
 580,     9279,       5187,     34986,      5704,         783,      12746
 581,     9298,       5197,     25454,      5647,         796,      15555
 582,     9317,       5206,     32284,      5719,         787,      21522
 583,     9341,       5220,     26558,      5649,         788,      12620
 584,     9363,       5226,     27131,      5661,         788,      16406
 585,     9380,       5235,     26828,      5752,         777,      15924
 586,     9400,       5246,     32182,      5663,         787,      14736
 587,     9419,       5258,     23705,      5834,         782,      15860
 588,     9439,       5273,     30442,      5788,         786,      12528
 589,     9458,       5278,     22084,      5777,         794,      13293
 590,     9479,       5293,     23192,      5835,         788,      12951
 591,     9494,       5299,     26227,      6099,         796,      12028
 592,     9519,       5313,     22970,      6122,         804,      12272
 593,     9535,       5321,     25299,      5905,         794,      12829
 594,     9560,       5341,     27115,      5806,         793,      11419
 595,     9576,       5344,     31620,      5753,         787,      11645
 596,     9590,       5354,     33520,      5741,         786,      18466
 597,     9613,       5368,     27053,      5833,         794,      15845
 598,     9632,       5379,     29504,      5864,         799,      23053
 599,     9658,       5394,     27399,      5877,         812,      11323
 600,     9671,       5394,     24064,      5895,         813,      12612
 601,     9692,       5409,     25021,      5962,         805,      19754
 602,     9712,       5424,     27980,      5844,         820,      14088
 603,     9740,       5437,     22685,      5810,         801,      11874
 604,     9758,       5446,     21911,      5821,         795,      11914
 605,     9779,       5456,     22648,      5844,         803,      13978
 606,     9794,       5468,     26122,      5860,         810,      11813
 607,     9817,       5482,     29711,      5954,         809,      20377
 608,     9834,       5484,     25601,      5883,         801,      18100
 609,     9849,       5487,     40902,      6193,         804,      20124
 610,     9872,       5510,     33279,      6219,         819,      12473
 611,     9883,       5518,     23344,      5990,         808,      12135
 612,     9907,       5525,     39967,      6012,         814,      12240
 613,     9929,       5542,     25653,      6214,         830,      14296
 614,     9948,       5551,     24376,      6155,         827,      14807
 615,     9976,       5566,     24364,      6114,         823,      12373
 616,     9989,       5577,     24285,      6101,         832,      11827
 617,    10004,       5578,     32710,      6101,         824,      17999
 618,    10022,       5590,     30333,      6065,         826,      13508
 619,    10046,       5602,     25484,      6110,         855,      14498
 620,    10064,       5612,     29342,      6126,         854,      13715
 621,    10089,       5628,     29934,      6119,         845,      14193
 622,    10107,       5634,     23151,      6118,         840,      15121
 623,    10132,       5652,     28175,      6102,         858,      15062
 624,    10150,       5662,     26909,      6109,         857,      16606
 625,    10168,       5667,     28096,      6142,         840,      12226
 626,    10191,       5684,     33274,      6148,         844,      20461
 627,    10212,       5698,     31935,      6314,         848,      14778
 628,    10229,       5705,     25832,      6200,         856,      12246
 629,    10244,       5711,     24486,      6249,         856,      14154
 630,    10269,       5728,     24815,      6190,         865,      22442
 631,    10292,       5734,     40167,      6329,         848,      12984
 632,    10307,       5747,     29413,      6458,         846,      13389
 633,    10327,       5760,     25207,      6225,         860,      15248
 634,    10349,       5777,     26208,      6217,         862,      17479
 635,    10370,       5779,     29042,      6271,         854,      15273
 636,    10381,       5785,     29701,      6315,         856,      16947
 637,    10401,       5794,     30862,      6494,         854,      23210
 638,    10425,       5817,     28380,      6489,         861,      13018
 639,    10441,       5820,     25232,      6723,         859,      13868
 640,    10455,       5829,     36246,      6732,         858,      14927
 641,    10487,       5851,     27003,      6467,         881,      13116
 642,    10504,       5850,     25019,      6328,         874,      12548
 643,    10520,       5859,     27842,      6470,         899,      15149
 644,    10536,       5869,     28206,      6469,         891,      15308
 645,    10564,       5874,     25989,      6421,         890,      15554
 646,    10585,       5904,     28483,      6441,         890,      19323
 647,    10608,       5911,     37867,      6382,         878,      25798
 648,    10627,       5925,     49492,      6367,         881,      20623
 649,    10648,       5937,     35601,      6451,         897,      21831
 650,    10663,       5943,     27434,      6460,         897,      15169
 651,    10684,       5952,     31303,      6381,         882,      13632
 652,    10703,       5962,     40567,      6402,         884,      17743
 653,    10720,       5973,     35168,      6496,         884,      18666
 654,    10736,       5977,     25835,      6514,         885,      28732
 655,    10757,       5990,     48515,      6455,         901,      16432
 656,    10778,       6006,     29595,      6568,         906,      14721
 657,    10789,       6008,     25393,      6618,         894,      15481
 658,    10810,       6027,     26611,      6558,         888,      16292
 659,    10835,       6037,     30882,      6558,         910,      17638
 660,    10858,       6052,     44200,      6516,         896,      14460
 661,    10876,       6054,     35011,      6604,         898,      18474
 662,    10886,       6066,     32666,      6577,         903,      15627
 663,    10916,       6080,     24748,      6529,         902,      18029
 664,    10937,       6096,     26225,      6537,         904,      20428
 665,    10954,       6098,     31427,      6962,         910,      16125
 666,    10971,       6109,     30686,      7181,         902,      15868
 667,    10990,       6118,     28390,      6957,         902,      15592
 668,    11005,       6129,     29059,      6945,         907,      16108
 669,    11032,       6143,     32407,      6887,         919,      14946
 670,    11048,       6155,     26675,      6847,         918,      12970
 671,    11070,       6161,     27083,      6831,         899,      14315
 672,    11092,       6173,     26638,      6850,         901,      14848
 673,    11111,       6191,     26361,      6866,         902,      14198
 674,    11126,       6196,     27309,      6902,         916,      15746
 675,    11149,       6209,     27854,      6878,         913,      15668
 676,    11166,       6217,     25797,      6904,         917,      14228
 677,    11186,       6231,     26233,      6738,         918,      14497
 678,    11208,       6237,     30361,      6789,         931,      13844
 679,    11229,       6255,     29764,      6780,         927,      13510
 680,    11239,       6258,     27488,      6801,         921,      22264
 681,    11257,       6266,     30459,      6788,         926,      14214
 682,    11291,       6290,     31856,      6826,         937,      24628
